,Code,Document_Date,Country,Industry,DCN
1497,FARM.OQ,2013-06-30,US,Coffee & Tea,131143850
1498,AAGH.PK,2013-06-30,US,Special Foods & Wellbeing Products,131129692
1499,THST.PK,2013-06-30,US,Wineries,131119542
1500,BYIN.PK^I22,2013-06-30,US,"Vegetable, Fruit & Nut Farming",131118345
1501,CPB.N,2013-07-28,US,Food Processing (NEC),131115670
1502,MOJO.PK,2012-12-31,US,Non-Alcoholic Beverages (NEC),131110819
1503,CSGN.PK^H09,2013-06-30,US,Food Processing (NEC),131105055
1504,PBGC.PK^G14,2011-12-31,US,Non-Alcoholic Beverages (NEC),131096195
1505,SLNR.PK^H17,2013-05-31,US,Food Processing (NEC),131094723
1506,—,2013-06-30,US,Special Foods & Wellbeing Products,131094267
1507,ANPFF.PK^I22,2013-07-31,VG,Meat Processing,131084147
1508,CGRT.PK^F19,2013-06-30,US,Agriculture Support Services,131083765
1509,KRED.PK,2013-05-31,US,Non-Alcoholic Beverages (NEC),131070143
1510,LANC.OQ,2013-06-30,US,Food Ingredients,131069893
1511,HAIN.OQ,2013-06-30,US,Food Ingredients,131069330
1512,JBSS.OQ,2013-06-27,US,Chocolate & Confectionery,131064564
1513,CGSI.PK,2013-04-30,US,Agriculture Support Services,131063768
1514,GLDC.O^J16,2013-05-31,US,Food Processing (NEC),131055008
1515,AIXN.PK,2013-05-31,US,Health Food Stores,131052742
1516,—,2012-12-31,US,Bottled Water & Ice,131048822
1517,CALM.OQ,2013-06-01,US,Poultry Farming,131009395
1518,SUWN.PK,2013-04-30,US,Pharmaceuticals (NEC),131007301
1519,CAG.N,2013-05-26,US,Food Processing (NEC),13976030
1520,RBCC.PK^A21,2013-03-31,US,Aquaculture,13970758
1521,VAPE.PK^H21,2012-12-31,US,IT Services & Consulting (NEC),13969341
1522,STEV.PK,2013-03-31,US,Agriculture Support Services,13969138
1523,BRBL.PK,2013-03-31,US,Brewers (NEC),13968869
1524,ATTD.PK^H17,2013-03-31,US,Non-Alcoholic Beverages (NEC),13968226
1525,TQLA.PK^D19,2013-03-31,US,Distillers & Wineries (NEC),13967849
1526,FIZZ.OQ,2013-04-27,US,Non-Alcoholic Beverages (NEC),13963588
1527,SHMP.PK,2013-03-31,US,Aquaculture,13961644
1528,HNZ.N^F13,2013-04-28,US,Food Processing (NEC),13959429
1529,GIS.N,2013-05-26,US,Food Processing (NEC),13952328
1530,GRLD.PK^J19,2012-12-31,US,Commercial Nurseries,13951056
1531,—,2013-03-31,US,Wineries,13945422
1532,BRFH.OQ,2013-03-31,US,Non-Alcoholic Beverages (NEC),13943573
1533,DLMCF.PK^H09,2013-04-28,US,Pet Food Manufacturing,13940599
1534,ELDOD.PK^J16,2013-03-31,US,Non-Alcoholic Beverages (NEC),13940217
1535,BFb.N,2013-04-30,US,Distillers & Wineries (NEC),13936758
1536,SJM.N,2013-04-30,US,Food Processing (NEC),13925884
1537,CEDCQ.PK^F13,2012-12-31,US,Distillers & Wineries (NEC),13917886
1538,BYIN.PK^I22,2012-06-30,US,"Vegetable, Fruit & Nut Farming",13917913
1539,BYIN.PK^I22,2011-06-30,US,"Vegetable, Fruit & Nut Farming",13917897
1540,BYIN.PK^I22,2010-06-30,US,"Vegetable, Fruit & Nut Farming",13917887
1541,BYIN.PK^I22,2009-06-30,US,"Vegetable, Fruit & Nut Farming",13917871
1542,PYYX.PK,2013-03-31,US,Tobacco (NEC),13917335
1543,BNNY.N^J14,2013-03-31,US,Food Processing (NEC),13913878
1544,SYUT.O^E17,2013-03-31,US,Dairy Products,13912121
1545,FFT.CD^G22,2013-02-28,CA,Commercial Nurseries,13912111
1546,VIMB.PK^G16,2013-02-28,US,Non-Alcoholic Beverages (NEC),13911414
1547,ORGC.PK^D19,2012-12-31,US,Fishing & Farming Wholesale,13888702
1548,—,2013-02-28,US,Chocolate & Confectionery,13878175
1549,UVV.N,2013-03-31,US,Tobacco (NEC),13870793
1550,SENEA.OQ,2013-03-31,US,Frozen Food Manufacturing,13868741
1551,ICNB.PK,2012-12-31,US,Distillers & Wineries (NEC),13857715
1552,—,2012-12-31,US,Fishing & Farming Wholesale,13855397
1553,ALKM.PK,2013-01-31,US,Bottled Water & Ice,13850037
1554,CLAD.PK,2012-12-31,US,"Vegetable, Fruit & Nut Farming",13845398
1555,VRST.PK^F13,2012-12-31,US,Agricultural Consultancy Services,13836043
1556,SWSH.PK^E16,2012-12-31,US,Frozen Food Manufacturing,13800712
1557,STZ.N,2013-02-28,US,Brewers (NEC),13789607
1558,AMNC.PK,2012-12-31,US,"Cookie, Cracker & Pasta Manufacturing",13766927
1559,YSYB.PK^F19,2012-12-31,US,Food Processing (NEC),13765236
1560,CNOZ.PK^C19,2012-12-31,US,Ready-Made Meals,13764921
1561,CIRX.PK,2012-12-31,US,Non-Alcoholic Beverages (NEC),13764823
1562,ROAG.PK,2012-12-31,US,Distillers & Wineries (NEC),13764739
1563,CDKG.PK^D19,2012-12-31,US,Fishing & Farming (NEC),13764707
1564,GSPO.PK^I15,2012-12-31,US,Fishing & Farming (NEC),13764274
1565,MMMB.OQ,2012-12-31,US,Meat Processing,13764145
1566,—,2012-12-31,US,Brewers (NEC),13763762
1567,DNAX.PK,2012-12-31,US,Investment Management & Fund Operators (NEC),13763657
1568,BRWC.PK^L16,2012-12-31,US,Bottled Water & Ice,13763545
1569,—,2012-12-31,US,Special Foods & Wellbeing Products,13763367
1570,FVRG.PK^G21,2012-12-31,US,Food Processing (NEC),13763249
1571,HRDN.PK^D16,2012-12-31,US,Special Foods & Wellbeing Products,13763233
1572,HJOE.PK^K16,2012-12-31,US,Non-Alcoholic Beverages (NEC),13761816
1573,TNBI.PK,2012-12-31,US,Animal Feed,13761781
1574,SDI.A^G20,2012-12-31,US,Cigars & Cigarette Manufacturing,13761672
1575,SIAF.PK,2012-12-31,US,Fishing & Farming (NEC),13761407
1576,GSPT.PK,2012-12-31,US,Electrical Components & Equipment (NEC),13761286
1577,GRAS.PK^H19,2012-12-31,US,Animal Breeding,13761278
1578,—,2012-12-31,US,Non-Alcoholic Beverages (NEC),13761118
1579,SBEV.A,2012-12-31,US,Distillers & Wineries (NEC),13760897
1580,DEWM.PK,2012-12-31,US,Carbonated Soft Drinks,13760878
1581,CHFR.PK^D19,2012-12-31,US,"Vegetable, Fruit & Nut Farming",13760693
1582,GHMP.PK,2012-12-31,US,Non-Alcoholic Beverages (NEC),13760584
1583,MJNE.PK,2012-12-31,US,Agriculture Support Services,13760297
1584,SAYC.PK^I22,2012-12-31,US,Diversified Industrial Goods Wholesale,13760094
1585,CHUC.PK,2012-12-31,US,Tobacco (NEC),13746592
1586,PACV.PK,2012-12-31,US,Food Processing (NEC),13733173
1587,LWAY.OQ,2012-12-31,US,Dairy Products,13732282
1588,FTLF.PK,2012-12-31,US,Special Foods & Wellbeing Products,13732126
1589,LIFD.PK,2012-12-31,US,Tobacco (NEC),13731874
1590,PABL.PK^J17,2012-12-31,US,Organic Farming,13731714
1591,PLAG.A,2012-12-31,US,Food Processing (NEC),13730723
1592,AQPW.PK,2012-12-31,US,Bottled Water & Ice,13730683
1593,GLLA.PK^F21,2012-12-31,US,Cigars & Cigarette Manufacturing,13730412
1594,HBISD.PK,2012-12-31,US,Food Processing (NEC),13730374
1595,GGROU.PK,2012-12-31,US,Food Processing (NEC),13730071
1596,—,2012-12-31,KY,Food Processing (NEC),13729189
1597,TSIXQ.PK^F10,2012-12-31,US,Distillers & Wineries (NEC),13728230
1598,WVVI.OQ,2012-12-31,US,Wineries,13728160
1599,TOFB.PK,2012-12-29,US,Frozen Food Manufacturing,13728101
1600,PLSB.PK^E21,2012-12-31,US,Non-Alcoholic Beverages (NEC),13728030
1601,TSIXQ.PK^F10,2011-12-31,US,Distillers & Wineries (NEC),13727949
1602,AGAC.PK^J14,2012-12-31,US,Food Processing (NEC),13727829
1603,NUIN.PK^K18,2012-12-31,US,Fishing & Farming (NEC),13727502
1604,NTRU.PK,2012-12-31,US,Food Processing (NEC),13726731
1605,VIFL.OQ^C14,2012-12-31,US,Agriculture Support Services,13726702
1606,OPCO.PK^C19,2012-12-31,US,Pet Food Manufacturing,13726143
1607,MJTK.PK^D21,2012-12-31,US,Business Support Services (NEC),13725065
1608,IVFH.PK,2012-12-31,US,Food Processing (NEC),13723966
1609,—,2012-12-31,US,Special Foods & Wellbeing Products,13722662
1610,VAPO.PK^C15,2012-12-31,US,Cigars & Cigarette Manufacturing,13722626
1611,SOWG.PK,2012-12-31,US,Food Processing (NEC),13721731
1612,MTEX.OQ,2012-12-31,US,Special Foods & Wellbeing Products,13720929
1613,ADY.N^F13,2012-12-31,US,Dairy Products,13720234
1614,NNUTU.PK^I22,2012-12-31,US,"Vegetable, Fruit & Nut Farming",13720001
1615,HERB.PK,2012-12-31,US,Fishing & Farming (NEC),13719396
1616,KANP.PK,2012-12-31,US,Land Division & Subdivision,13719110
1617,LUCC.PK^I22,2012-12-31,US,Food Processing (NEC),13719033
1618,JSDA.PK,2012-12-31,US,Non-Alcoholic Beverages (NEC),13718061
1619,CMFO.PK,2012-12-31,US,Seafood Product Preparation & Packaging,13717045
1620,ICNB.PK,2011-12-31,US,Distillers & Wineries (NEC),13716485
1621,VPRB.PK,2012-12-31,US,Tobacco (NEC),13715754
1622,RELV.PK,2012-12-31,US,Special Foods & Wellbeing Products,13715587
1623,REED.OQ,2012-12-31,US,Carbonated Soft Drinks,13714142
1624,SDSYA.PK,2012-12-31,US,Food Processing (NEC),13713849
1625,NGEY.PK,2012-12-31,US,Fishing & Farming (NEC),13713773
1626,ZIVO.OQ,2012-12-31,US,Special Foods & Wellbeing Products,13713624
1627,EAST.OQ,2012-12-31,US,Distilleries,13708735
1628,KRFT.OQ^G15,2012-12-29,US,Food Processing (NEC),13706914
1629,XXII.OQ,2012-12-31,US,Tobacco (NEC),13698310
1630,CQB.N^A15,2012-12-31,US,Fishing & Farming (NEC),13698284
1631,HOGS.OQ^F13,2012-12-31,US,Meat Processing,13695933
1632,MED.N,2012-12-31,US,Special Foods & Wellbeing Products,13694240
1633,BIQIF.PK,2012-12-31,VG,Hog & Pig Farming,13691439
1634,COKE.OQ,2012-12-30,US,Non-Alcoholic Beverages (NEC),13690864
1635,GLPH.PK^I21,2012-11-30,US,Agricultural Biotechnology,13690298
1636,—,2012-12-31,US,Non-Alcoholic Beverages (NEC),13689633
1637,AWAW.PK,2012-12-31,US,Cigars & Cigarette Manufacturing,13687450
1638,TVIAQ.PK^A18,2012-12-31,US,Food Processing (NEC),13687367
1639,SNAK.OQ^L17,2012-12-29,US,Food Processing (NEC),13687296
1640,MGPI.OQ,2012-12-31,US,Distillers & Wineries (NEC),13684764
1641,DOLE.N^K13,2012-12-29,US,Fishing & Farming (NEC),13684717
1642,BREW.OQ^J20,2012-12-31,US,Craft & Micro Brewers,13684539
1643,VEGL.PK^F21,2012-12-31,US,Agriculture Support Services,13683532
1644,USNA.N,2012-12-29,US,Special Foods & Wellbeing Products,13681375
1645,NATR.OQ,2012-12-31,US,Special Foods & Wellbeing Products,13670756
1646,SOY.TO,2012-12-29,CA,Vegan & Vegetarian Food Manufacturing,13670101
1647,OME.N^L17,2012-12-31,US,Commercial Fishing,13665784
1648,—,2012-12-30,US,Food Processing (NEC),13664927
1649,AHII.PK,2012-12-31,US,Cigars & Cigarette Manufacturing,13660590
1650,ANDE.OQ,2012-12-31,US,Fishing & Farming Wholesale,13657974
1651,BG.N,2012-12-31,BM,Food Processing (NEC),13657785
1652,MNST.OQ,2012-12-31,US,Energy Drinks,13656723
1653,ECIGQ.PK^H20,2012-12-31,US,Cigars & Cigarette Manufacturing,13656374
1654,TR.N,2012-12-31,US,Chocolate & Confectionery,13654623
1655,VGR.N,2012-12-31,US,Tobacco (NEC),13653670
1656,INGR.N,2012-12-31,US,Food Processing (NEC),13648343
1657,—,2012-12-29,CA,Bottled Water & Ice,13647695
1658,DAR.N,2012-12-29,US,Food Processing (NEC),13647559
1659,SEB.A,2012-12-31,US,Food Processing (NEC),13646860
1660,MO.N,2012-12-31,US,Cigars & Cigarette Manufacturing,13646556
1661,KO.N,2012-12-31,US,Non-Alcoholic Beverages (NEC),13645684
1662,DFODQ.PK^F21,2012-12-31,US,Food Processing (NEC),13644954
1663,BGS.N,2012-12-29,US,Food Processing (NEC),13643657
1664,IFF.N,2012-12-31,US,Food Ingredients,13643237
1665,BEAM.N^E14,2012-12-31,US,Distilleries,13643050
1666,K.N,2012-12-29,US,Food Processing (NEC),13641007
1669,SWSH.PK^E16,2011-12-31,US,Frozen Food Manufacturing,13640900
1670,LNCE.OQ^C18,2012-12-29,US,"Cookie, Cracker & Pasta Manufacturing",13639829
1671,BTFL.PK^K20,2012-11-30,US,Fishing & Farming (NEC),13639769
1672,MDLZ.OQ,2012-12-31,US,Food Processing (NEC),13637597
1673,TAP.N,2012-12-29,US,Brewers (NEC),13634046
1674,HSY.N,2012-12-31,US,Food Processing (NEC),13634039
1675,PM.N,2012-12-31,US,Tobacco (NEC),13633243
1676,PEP.OQ,2012-12-29,US,Carbonated Soft Drinks,13630987
1677,THS.N,2012-12-31,US,Food Processing (NEC),13630505
1678,MJN^F17,2012-12-31,US,Baby Food,13629172
1679,SAM.N,2012-12-29,US,Brewers (NEC),13627136
1680,IPHS.OQ^B20,2012-12-31,US,Food Ingredients,13626935
1681,FLO.N,2012-12-29,US,Bread & Bakery Product Manufacturing,13626824
1682,FDP.N,2012-12-28,KY,Fishing & Farming (NEC),13624446
1683,HLF.N,2012-12-31,KY,Special Foods & Wellbeing Products,13623937
1684,PNRA.OQ^G17,2012-12-25,US,Bread & Bakery Product Manufacturing,13620475
1685,PPC.OQ,2012-12-30,US,Meat Processing,13619374
1686,RAI.N^G17,2012-12-31,US,Tobacco (NEC),13594902
1687,—,2012-12-31,US,Carbonated Soft Drinks,13584549
1688,TSIXQ.PK^F10,2010-12-31,US,Distillers & Wineries (NEC),13581759
1689,PME.OQ,2012-12-31,KY,Commercial Fishing,13575419
1690,CRVP.A^C18,2012-10-31,US,Bottled Water & Ice,13555396
1691,JVA.OQ,2012-10-31,US,Coffee & Tea,13552526
1692,MKC.N,2012-11-30,US,Food Processing (NEC),13547097
1693,BRID.OQ,2012-11-02,US,Food Processing (NEC),13538240
1694,CVGW.OQ,2012-10-31,US,Fruit & Vegetable Processing,13528174
1695,LMNR.OQ,2012-10-31,US,Agriculture Support Services,13528049
1696,TSIXQ.PK^F10,2009-12-31,US,Distillers & Wineries (NEC),13525048
1697,TSIXQ.PK^F10,2008-12-31,US,Distillers & Wineries (NEC),13510515
1698,HRL.N,2012-10-28,US,Meat Processing,121273132
1699,OFI.A^H13,2012-09-30,US,Food Processing (NEC),121270597
1700,SAFM.OQ^G22,2012-10-31,US,Meat Processing,121270027
1701,SOUPQ.PK^E21,2012-08-31,US,Food Processing (NEC),121266622
1702,BILB.PK^A17,2012-08-31,US,Meat Processing,121266241
1703,CENT.OQ,2012-09-29,US,Pet Food Manufacturing,121262297
1704,POST.N,2012-09-30,US,Breakfast Cereal Manufacturing,121262254
1705,—,2012-08-31,US,Special Foods & Wellbeing Products,121261628
1706,—,2012-08-31,US,Non-Alcoholic Beverages (NEC),121259191
1707,DRNK.PK,2012-10-31,US,Non-Alcoholic Beverages (NEC),121258923
1708,—,2012-08-31,US,Non-Alcoholic Beverages (NEC),121258768
1709,DMND.OQ^C16,2012-07-31,US,Snack Food & Non-Chocolate Confectionary,121249968
1711,ALCO.OQ,2012-09-30,US,"Vegetable, Fruit & Nut Farming",121244182
1712,RAH.N^A13,2012-09-30,US,Food Processing (NEC),121232597
1713,AJAC.PK^I17,2012-08-31,US,Organic Farming,121231462
1714,PRBI.PK^I17,2012-08-31,US,Food Ingredients,121231029
1715,GMCR.OQ^C16,2012-09-29,US,Coffee & Tea,121227448
1716,JJSF.OQ,2012-09-29,US,Snack Food & Non-Chocolate Confectionary,121225456
1717,NTY.N^J10,2012-09-30,US,Special Foods & Wellbeing Products,121225439
1718,WTER.OQ,2012-08-31,US,Bottled Water & Ice,121223804
1719,NUTR.O^H17,2012-09-30,US,Special Foods & Wellbeing Products,121221244
1720,CERE.O^H16,2012-08-31,US,Fishing & Farming (NEC),121218763
1721,TSN.N,2012-09-29,US,Meat Processing,121213143
1722,PENX.OQ^C15,2012-08-31,US,Flour Milling,121189383
1723,ASCS.PK,2012-08-31,US,Food Processing (NEC),121189319
1724,STNT.PK,2012-07-31,US,Fishing & Farming (NEC),121183687
1725,URBF.PK,2012-07-31,US,"Vegetable, Fruit & Nut Farming",121171354
1726,TBEV.PK,2012-07-31,US,Non-Alcoholic Beverages (NEC),121167254
1727,GGBL.PK,2012-07-31,US,Grain (Crop) Production,121167059
1728,NUZE.OQ,2012-07-31,US,Coffee & Tea,121166570
1729,ANPFF.PK^I22,2012-07-31,VG,Meat Processing,121156083
1730,UMAM.PK,2012-06-30,US,Fishing & Farming (NEC),121141955
1731,CMCI.PK^D21,2012-06-30,US,Cattle Farming,121139312
1732,TOOTQ.PK^H14,2012-03-31,US,Bread & Bakery Product Manufacturing,121132838
1733,CSNG.PK^G19,2012-06-30,US,Fruit & Vegetable Processing,121130386
1734,TSIXQ.PK^F10,2007-12-31,US,Distillers & Wineries (NEC),121124691
1735,AAGH.PK,2012-06-30,US,Special Foods & Wellbeing Products,121122040
1736,SANW.OQ,2012-06-30,US,Grain (Crop) Production,121112054
1737,CPB.N,2012-07-29,US,Food Processing (NEC),121112027
1738,MMMB.OQ,2012-06-30,US,Meat Processing,121105986
1739,PDKI.PK^J15,2012-07-31,US,Non-Alcoholic Beverages (NEC),121100275
1740,HSH.N^H14,2012-06-30,US,Food Processing (NEC),121093211
1741,CSGN.PK^H09,2012-06-30,US,Food Processing (NEC),121092998
1742,—,2012-06-30,US,Special Foods & Wellbeing Products,121083292
1743,MSAH.PK,2012-06-30,US,"Vegetable, Fruit & Nut Farming",121071125
1744,JBSS.OQ,2012-06-28,US,Chocolate & Confectionery,121065984
1745,HAIN.OQ,2012-06-30,US,Food Ingredients,121063641
1746,KRED.PK,2012-05-31,US,Non-Alcoholic Beverages (NEC),121062662
1747,LANC.OQ,2012-06-30,US,Food Ingredients,121062112
1748,SLNR.PK^H17,2012-05-31,US,Food Processing (NEC),121058180
1749,ADM.N,2012-06-30,US,Food Processing (NEC),121055561
1750,AIXN.PK,2012-05-31,US,Health Food Stores,121054751
1751,GLDC.O^J16,2012-06-01,US,Food Processing (NEC),121052016
1752,DKAM.PK,2012-04-30,US,Wineries,121034543
1753,SHF.N^L12,2012-05-31,US,Special Foods & Wellbeing Products,121032412
1754,CALM.OQ,2012-06-02,US,Poultry Farming,121009753
1755,NLEF.PK^A16,2011-12-31,US,Non-Alcoholic Beverages (NEC),12993797
1756,SUWN.PK,2012-04-30,US,Pharmaceuticals (NEC),12991790
1757,CAG.N,2012-05-27,US,Food Processing (NEC),12971274
1758,RBCC.PK^A21,2012-03-31,US,Aquaculture,12964609
1759,ATTD.PK^H17,2012-03-31,US,Non-Alcoholic Beverages (NEC),12961915
1760,FIZZ.OQ,2012-04-28,US,Non-Alcoholic Beverages (NEC),12959382
1761,TQLA.PK^D19,2012-03-31,US,Distillers & Wineries (NEC),12957462
1762,STEV.PK,2012-03-31,US,Agriculture Support Services,12936843
1763,SHMP.PK,2012-03-31,US,Aquaculture,12936731
1764,—,2012-03-31,US,Wineries,12936270
1765,DLMCF.PK^H09,2012-04-29,US,Pet Food Manufacturing,12935803
1766,ELDOD.PK^J16,2012-03-31,US,Non-Alcoholic Beverages (NEC),12935340
1767,—,2012-04-30,HK,Distillers & Wineries (NEC),12934252
1768,BRBL.PK,2012-03-31,US,Brewers (NEC),12928926
1769,BFb.N,2012-04-30,US,Distillers & Wineries (NEC),12928922
1770,BRFH.OQ,2012-03-31,US,Non-Alcoholic Beverages (NEC),12924976
1771,SJM.N,2012-04-30,US,Food Processing (NEC),12924659
1772,BOBE.OQ^A18,2012-04-27,US,Food Processing (NEC),12920348
1773,ORGC.PK^D19,2011-12-31,US,Fishing & Farming Wholesale,12913334
1774,ORGC.PK^D19,2010-12-31,US,Fishing & Farming Wholesale,12912325
1775,SFD.N^I13,2012-04-29,US,Meat Processing,12910978
1776,HNZ.N^F13,2012-04-29,US,Food Processing (NEC),12909265
1777,SYUT.O^E17,2012-03-31,US,Dairy Products,12907781
1778,PYYX.PK,2012-03-31,US,Tobacco (NEC),12905514
1779,FFT.CD^G22,2012-02-29,CA,Commercial Nurseries,12904536
1780,VIMB.PK^G16,2012-02-29,US,Non-Alcoholic Beverages (NEC),12904530
1781,GLUC.PK,2011-12-31,US,Special Foods & Wellbeing Products,12880473
1782,UVV.N,2012-03-31,US,Tobacco (NEC),12870894
1783,—,2012-02-29,US,Chocolate & Confectionery,12867216
1784,FVRG.PK^G21,2011-12-31,US,Food Processing (NEC),12853604
1785,SWRI.PK,2011-12-31,US,Bottled Water & Ice,12846196
1786,ALKM.PK,2012-01-31,US,Bottled Water & Ice,12842476
1787,JAMN.PK,2012-01-31,US,Coffee & Tea,12836714
1788,MOJO.PK,2011-12-31,US,Non-Alcoholic Beverages (NEC),12802509
1789,STZ.N,2012-02-29,US,Brewers (NEC),12794113
1790,ROAG.PK,2011-12-31,US,Distillers & Wineries (NEC),12776667
1791,CDKG.PK^D19,2011-12-31,US,Fishing & Farming (NEC),12762105
1792,—,2011-12-31,US,Non-Alcoholic Beverages (NEC),12762109
1793,SKNYQ.PK^K14,2011-12-31,US,Non-Alcoholic Beverages (NEC),12762100
1794,WDKA.PK^J22,2011-12-31,US,Distillers & Wineries (NEC),12761525
1795,GSPT.PK,2011-12-31,US,Electrical Components & Equipment (NEC),12761466
1796,CIRX.PK,2011-12-31,US,Non-Alcoholic Beverages (NEC),12761151
1797,TNBI.PK,2011-12-31,US,Animal Feed,12761127
1798,AMNC.PK,2011-12-31,US,"Cookie, Cracker & Pasta Manufacturing",12761115
1799,CLAD.PK,2011-12-31,US,"Vegetable, Fruit & Nut Farming",12760885
1800,XXII.OQ,2011-12-31,US,Tobacco (NEC),12760784
1801,—,2011-12-31,US,Bottled Water & Ice,12760711
1802,GRLD.PK^J19,2011-12-31,US,Commercial Nurseries,12760667
1803,CNOZ.PK^C19,2011-12-31,US,Ready-Made Meals,12760660
1804,SLVH.PK^G20,2011-12-31,US,Food Processing (NEC),12760612
1805,DEWM.PK,2011-12-31,US,Carbonated Soft Drinks,12760541
1806,ECIGQ.PK^H20,2011-12-31,US,Cigars & Cigarette Manufacturing,12760431
1807,CUBG.PK^B22,2011-12-31,US,Food Processing (NEC),12760419
1808,GRAS.PK^H19,2011-12-31,US,Animal Breeding,12759944
1809,HERB.PK,2011-12-31,US,Fishing & Farming (NEC),12759621
1810,FTLF.PK,2011-12-31,US,Special Foods & Wellbeing Products,12758979
1811,TEA.N^A13,2012-01-29,US,Coffee & Tea,12758889
1812,DNAX.PK,2011-12-31,US,Investment Management & Fund Operators (NEC),12758719
1813,TEXX.PK^I16,2011-12-31,US,Brewers (NEC),12758430
1814,SAYC.PK^I22,2011-12-31,US,Diversified Industrial Goods Wholesale,12758068
1815,SIAF.PK,2011-12-31,US,Fishing & Farming (NEC),12755993
1816,RDDC.PK^G19,2011-12-31,US,Bottled Water & Ice,12755395
1817,MJNE.PK,2011-12-31,US,Agriculture Support Services,12751524
1818,CHUC.PK,2011-12-31,US,Tobacco (NEC),12748528
1819,TOFB.PK,2011-12-31,US,Frozen Food Manufacturing,12746533
1820,ADY.N^F13,2011-12-31,US,Dairy Products,12730393
1821,YSYB.PK^F19,2011-12-31,US,Food Processing (NEC),12730348
1822,LIFD.PK,2011-12-31,US,Tobacco (NEC),12730243
1823,OPCO.PK^C19,2011-12-31,US,Pet Food Manufacturing,12730191
1824,RIBT.OQ,2011-12-31,US,Food Processing (NEC),12729978
1825,LWAY.OQ,2011-12-31,US,Dairy Products,12729934
1826,CHFR.PK^D19,2011-12-31,US,"Vegetable, Fruit & Nut Farming",12729915
1827,PABL.PK^J17,2011-12-31,US,Organic Farming,12729821
1828,HBISD.PK,2011-12-31,US,Food Processing (NEC),12729525
1829,GLLA.PK^F21,2011-12-31,US,Cigars & Cigarette Manufacturing,12729471
1830,AQPW.PK,2011-12-31,US,Bottled Water & Ice,12729115
1831,PACV.PK,2011-12-31,US,Food Processing (NEC),12729059
1832,GSPO.PK^I15,2011-12-31,US,Fishing & Farming (NEC),12729042
1833,HRDN.PK^D16,2011-12-31,US,Special Foods & Wellbeing Products,12728979
1834,ZIVO.OQ,2011-12-31,US,Special Foods & Wellbeing Products,12728888
1835,PLAG.A,2011-12-31,US,Food Processing (NEC),12728707
1836,MENB.PK,2011-12-31,US,Brewers (NEC),12728704
1837,PME.OQ,2011-12-31,KY,Commercial Fishing,12728411
1838,SACQ.PK^F07,2011-12-31,US,Animal Feed,12728182
1839,HJOE.PK^K16,2011-12-31,US,Non-Alcoholic Beverages (NEC),12728080
1840,SDSYA.PK,2011-12-31,US,Food Processing (NEC),12727911
1841,VAPE.PK^H21,2011-12-31,US,IT Services & Consulting (NEC),12727897
1842,—,2011-12-31,US,Food Processing (NEC),12727842
1843,—,2011-12-31,KY,Food Processing (NEC),12727370
1844,AGAC.PK^J14,2011-12-31,US,Food Processing (NEC),12727327
1845,IVFH.PK,2011-12-31,US,Food Processing (NEC),12727173
1846,VIFL.OQ^C14,2011-12-31,US,Agriculture Support Services,12726804
1847,GGROU.PK,2011-12-31,US,Food Processing (NEC),12726764
1848,SDI.A^G20,2011-12-31,US,Cigars & Cigarette Manufacturing,12726755
1849,—,2011-12-31,US,Food Processing (NEC),12726596
1850,LUCC.PK^I22,2011-12-31,US,Food Processing (NEC),12726543
1851,FRXT.PK^G13,2011-12-31,US,Fishing & Farming (NEC),12726337
